TIME_PERIOD,REF_AREA,MEASURE,COUNTRY,MEASURE_CAT,UNIT,SEX,OBS_VALUE
1/1/1994,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Male,100.7
1/1/1994,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Female,100.7
1/1/1994,AUS,Protein supply,Australia,PRS,Grammes per person per day,Total,105.5
1/1/1994,AUS,Protein supply,Australia,PRS,Grammes per person per day,Male,105.5
1/1/1994,AUS,Protein supply,Australia,PRS,Grammes per person per day,Female,105.5
1/1/1994,CHN,Protein supply,China,PRS,Grammes per person per day,Total,73
1/1/1994,CHN,Protein supply,China,PRS,Grammes per person per day,Male,73
1/1/1994,CHN,Protein supply,China,PRS,Grammes per person per day,Female,73
1/1/1994,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Total,59.7
1/1/1994,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Male,59.7
1/1/1994,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Female,59.7
1/1/1994,FIN,Protein supply,Finland,PRS,Grammes per person per day,Total,94.9
1/1/1994,FIN,Protein supply,Finland,PRS,Grammes per person per day,Male,94.9
1/1/1994,FIN,Protein supply,Finland,PRS,Grammes per person per day,Female,94.9
1/1/1994,IND,Protein supply,India,PRS,Grammes per person per day,Total,55.5
1/1/1994,IND,Protein supply,India,PRS,Grammes per person per day,Male,55.5
1/1/1994,IND,Protein supply,India,PRS,Grammes per person per day,Female,55.5
1/1/1994,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Total,54.4
1/1/1994,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Male,54.4
1/1/1994,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Female,54.4
1/1/1994,JPN,Protein supply,Japan,PRS,Grammes per person per day,Total,97.8
1/1/1994,JPN,Protein supply,Japan,PRS,Grammes per person per day,Male,97.8
1/1/1994,JPN,Protein supply,Japan,PRS,Grammes per person per day,Female,97.8
1/1/1994,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Total,101.1
1/1/1994,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Male,101.1
1/1/1994,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Female,101.1
1/1/1994,PER,Protein supply,Peru,PRS,Grammes per person per day,Total,76.5
1/1/1994,PER,Protein supply,Peru,PRS,Grammes per person per day,Male,76.5
1/1/1994,PER,Protein supply,Peru,PRS,Grammes per person per day,Female,76.5
1/1/1994,ROU,Protein supply,Romania,PRS,Grammes per person per day,Total,89.6
1/1/1994,ROU,Protein supply,Romania,PRS,Grammes per person per day,Male,89.6
1/1/1994,ROU,Protein supply,Romania,PRS,Grammes per person per day,Female,89.6
1/1/1994,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Total,73.7
1/1/1994,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Male,73.7
1/1/1994,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Female,73.7
1/1/1994,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Total,100.2
1/1/1994,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Male,100.2
1/1/1994,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Female,100.2
1/1/1994,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Total,93.9
1/1/1994,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Male,93.9
1/1/1994,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Female,93.9
1/1/1994,USA,Protein supply,United States,PRS,Grammes per person per day,Total,113.2
1/1/1994,USA,Protein supply,United States,PRS,Grammes per person per day,Male,113.2
1/1/1994,USA,Protein supply,United States,PRS,Grammes per person per day,Female,113.2
1/1/1994,WLD,Protein supply,World,PRS,Grammes per person per day,Female,85.98
1/1/1994,WLD,Protein supply,World,PRS,Grammes per person per day,Male,85.98
1/1/1994,WLD,Protein supply,World,PRS,Grammes per person per day,Total,85.98
1/1/1994,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Female,20.1
1/1/1994,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Male,16.1
1/1/1994,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Total,18.2
1/1/1994,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Female,18.23333333
1/1/1994,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Male,18.3
1/1/1994,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Total,18.3
1/1/1994,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Female,1.9
1/1/1994,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Male,1
1/1/1994,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Total,1.5
1/1/1994,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Female,19.6
1/1/1994,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Male,14
1/1/1994,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Total,16.9
1/1/1994,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Female,9.9
1/1/1994,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Male,9.1
1/1/1994,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Total,9.5
1/1/1994,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Female,1.5
1/1/1994,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Male,0.6
1/1/1994,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Total,1.1
1/1/1994,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Female,2.3
1/1/1994,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Male,0.7
1/1/1994,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Total,1.5
1/1/1994,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Female,2.6
1/1/1994,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Male,1.8
1/1/1994,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Total,2.2
1/1/1994,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Female,7.2
1/1/1994,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Male,6.7
1/1/1994,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Total,7
1/1/1994,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Female,13.8
1/1/1994,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Male,6.7
1/1/1994,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Total,10.3
1/1/1994,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Female,17
1/1/1994,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Male,12.9
1/1/1994,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Total,15
1/1/1994,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Female,23.9
1/1/1994,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Male,5
1/1/1994,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Total,14.7
1/1/1994,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Female,6.975
1/1/1994,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Male,6.9625
1/1/1994,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Total,7
1/1/1994,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Female,17.3
1/1/1994,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Male,13.8
1/1/1994,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Total,15.7
1/1/1994,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Female,22.8
1/1/1994,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Male,19.8
1/1/1994,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Total,21.35
1/1/1994,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Female,12.34055556
1/1/1994,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Male,8.8975
1/1/1994,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Total,10.68333333
1/1/1994,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Total,47.2
1/1/1994,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Male,47.2
1/1/1994,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Female,47.2
1/1/1994,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Total,44.6
1/1/1994,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Male,44.6
1/1/1994,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Female,44.6
1/1/1994,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Total,5.7
1/1/1994,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Male,5.7
1/1/1994,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Female,5.7
1/1/1994,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Total,46.6
1/1/1994,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Male,46.6
1/1/1994,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Female,46.6
1/1/1994,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Total,40.3
1/1/1994,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Male,40.3
1/1/1994,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Female,40.3
1/1/1994,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Total,20.9
1/1/1994,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Male,20.9
1/1/1994,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Female,20.9
1/1/1994,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Total,15.4
1/1/1994,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Male,15.4
1/1/1994,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Female,15.4
1/1/1994,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Total,31.5
1/1/1994,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Male,31.5
1/1/1994,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Female,31.5
1/1/1994,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Total,50.4
1/1/1994,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Male,50.4
1/1/1994,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Female,50.4
1/1/1994,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Total,21.7
1/1/1994,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Male,21.7
1/1/1994,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Female,21.7
1/1/1994,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Total,26.7
1/1/1994,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Male,26.7
1/1/1994,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Female,26.7
1/1/1994,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Total,33.9
1/1/1994,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Male,33.9
1/1/1994,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Female,33.9
1/1/1994,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Total,48.8
1/1/1994,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Male,48.8
1/1/1994,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Female,48.8
1/1/1994,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Total,39.5
1/1/1994,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Male,39.5
1/1/1994,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Female,39.5
1/1/1994,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Total,66.9
1/1/1994,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Male,66.9
1/1/1994,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Female,66.9
1/1/1994,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Female,36.00666667
1/1/1994,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Male,36.00666667
1/1/1994,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Total,36.00666667
1/1/1994,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Total,67.7
1/1/1994,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Male,67.7
1/1/1994,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Female,67.7
1/1/1994,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Total,87.9
1/1/1994,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Male,87.9
1/1/1994,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Female,87.9
1/1/1994,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Total,139.9
1/1/1994,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Male,139.9
1/1/1994,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Female,139.9
1/1/1994,HRV,Vegetables supply,Croatia,VGS,Kilogrammes per person per year,Total,77.4
1/1/1994,HRV,Vegetables supply,Croatia,VGS,Kilogrammes per person per year,Male,77.4
1/1/1994,HRV,Vegetables supply,Croatia,VGS,Kilogrammes per person per year,Female,77.4
1/1/1994,FIN,Vegetables supply,Finland,VGS,Kilogrammes per person per year,Total,70.8
1/1/1994,FIN,Vegetables supply,Finland,VGS,Kilogrammes per person per year,Male,70.8
1/1/1994,FIN,Vegetables supply,Finland,VGS,Kilogrammes per person per year,Female,70.8
1/1/1994,IND,Vegetables supply,India,VGS,Kilogrammes per person per year,Total,53.5
1/1/1994,IND,Vegetables supply,India,VGS,Kilogrammes per person per year,Male,53.5
1/1/1994,IND,Vegetables supply,India,VGS,Kilogrammes per person per year,Female,53.5
1/1/1994,IDN,Vegetables supply,Indonesia,VGS,Kilogrammes per person per year,Total,27.7
1/1/1994,IDN,Vegetables supply,Indonesia,VGS,Kilogrammes per person per year,Male,27.7
1/1/1994,IDN,Vegetables supply,Indonesia,VGS,Kilogrammes per person per year,Female,27.7
1/1/1994,JPN,Vegetables supply,Japan,VGS,Kilogrammes per person per year,Total,114.2
1/1/1994,JPN,Vegetables supply,Japan,VGS,Kilogrammes per person per year,Male,114.2
1/1/1994,JPN,Vegetables supply,Japan,VGS,Kilogrammes per person per year,Female,114.2
1/1/1994,NLD,Vegetables supply,Netherlands,VGS,Kilogrammes per person per year,Total,74.1
1/1/1994,NLD,Vegetables supply,Netherlands,VGS,Kilogrammes per person per year,Male,74.1
1/1/1994,NLD,Vegetables supply,Netherlands,VGS,Kilogrammes per person per year,Female,74.1
1/1/1994,PER,Vegetables supply,Peru,VGS,Kilogrammes per person per year,Total,67.8
1/1/1994,PER,Vegetables supply,Peru,VGS,Kilogrammes per person per year,Male,67.8
1/1/1994,PER,Vegetables supply,Peru,VGS,Kilogrammes per person per year,Female,67.8
1/1/1994,ROU,Vegetables supply,Romania,VGS,Kilogrammes per person per year,Total,130.8
1/1/1994,ROU,Vegetables supply,Romania,VGS,Kilogrammes per person per year,Male,130.8
1/1/1994,ROU,Vegetables supply,Romania,VGS,Kilogrammes per person per year,Female,130.8
1/1/1994,ZAF,Vegetables supply,South Africa,VGS,Kilogrammes per person per year,Total,43.1
1/1/1994,ZAF,Vegetables supply,South Africa,VGS,Kilogrammes per person per year,Male,43.1
1/1/1994,ZAF,Vegetables supply,South Africa,VGS,Kilogrammes per person per year,Female,43.1
1/1/1994,SWE,Vegetables supply,Sweden,VGS,Kilogrammes per person per year,Total,69.5
1/1/1994,SWE,Vegetables supply,Sweden,VGS,Kilogrammes per person per year,Male,69.5
1/1/1994,SWE,Vegetables supply,Sweden,VGS,Kilogrammes per person per year,Female,69.5
1/1/1994,GBR,Vegetables supply,United Kingdom,VGS,Kilogrammes per person per year,Total,81.3
1/1/1994,GBR,Vegetables supply,United Kingdom,VGS,Kilogrammes per person per year,Male,81.3
1/1/1994,GBR,Vegetables supply,United Kingdom,VGS,Kilogrammes per person per year,Female,81.3
1/1/1994,USA,Vegetables supply,United States,VGS,Kilogrammes per person per year,Total,128.1
1/1/1994,USA,Vegetables supply,United States,VGS,Kilogrammes per person per year,Male,128.1
1/1/1994,USA,Vegetables supply,United States,VGS,Kilogrammes per person per year,Female,128.1
1/1/1994,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Female,82.25333333
1/1/1994,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Male,82.25333333
1/1/1994,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Total,82.25333333
1/1/1995,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Total,3162
1/1/1995,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Male,3162
1/1/1995,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Female,3162
1/1/1995,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Total,3099
1/1/1995,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Male,3099
1/1/1995,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Female,3099
1/1/1995,CHN,Calories supply,China,CLS,Kilocalories per person per day,Total,2691
1/1/1995,CHN,Calories supply,China,CLS,Kilocalories per person per day,Male,2691
1/1/1995,CHN,Calories supply,China,CLS,Kilocalories per person per day,Female,2691
1/1/1995,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Total,2546
1/1/1995,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Male,2546
1/1/1995,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Female,2546
1/1/1995,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Total,3031
1/1/1995,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Male,3031
1/1/1995,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Female,3031
1/1/1995,IND,Calories supply,India,CLS,Kilocalories per person per day,Total,2324
1/1/1995,IND,Calories supply,India,CLS,Kilocalories per person per day,Male,2324
1/1/1995,IND,Calories supply,India,CLS,Kilocalories per person per day,Female,2324
1/1/1995,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Total,2552
1/1/1995,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Male,2552
1/1/1995,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Female,2552
1/1/1995,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Total,2920
1/1/1995,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Male,2920
1/1/1995,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Female,2920
1/1/1995,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Total,3364
1/1/1995,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Male,3364
1/1/1995,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Female,3364
1/1/1995,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Total,2606
1/1/1995,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Male,2606
1/1/1995,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Female,2606
1/1/1995,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Total,3027
1/1/1995,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Male,3027
1/1/1995,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Female,3027
1/1/1995,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Total,2810
1/1/1995,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Male,2810
1/1/1995,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Female,2810
1/1/1995,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Total,3088
1/1/1995,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Male,3088
1/1/1995,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Female,3088
1/1/1995,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Total,3185
1/1/1995,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Male,3185
1/1/1995,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Female,3185
1/1/1995,USA,Calories supply,United States,CLS,Kilocalories per person per day,Total,3580
1/1/1995,USA,Calories supply,United States,CLS,Kilocalories per person per day,Male,3580
1/1/1995,USA,Calories supply,United States,CLS,Kilocalories per person per day,Female,3580
1/1/1995,WLD,Calories supply,World,CLS,Kilocalories per person per day,Female,2932.333333
1/1/1995,WLD,Calories supply,World,CLS,Kilocalories per person per day,Male,2932.333333
1/1/1995,WLD,Calories supply,World,CLS,Kilocalories per person per day,Total,2932.333333
1/1/1995,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Total,103.9
1/1/1995,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Male,103.9
1/1/1995,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Female,103.9
1/1/1995,AUS,Fat supply,Australia,FTS,Grammes per person per day,Total,125.4
1/1/1995,AUS,Fat supply,Australia,FTS,Grammes per person per day,Male,125.4
1/1/1995,AUS,Fat supply,Australia,FTS,Grammes per person per day,Female,125.4
1/1/1995,CHN,Fat supply,China,FTS,Grammes per person per day,Total,64.7
1/1/1995,CHN,Fat supply,China,FTS,Grammes per person per day,Male,64.7
1/1/1995,CHN,Fat supply,China,FTS,Grammes per person per day,Female,64.7
1/1/1995,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Total,73.2
1/1/1995,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Male,73.2
1/1/1995,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Female,73.2
1/1/1995,FIN,Fat supply,Finland,FTS,Grammes per person per day,Total,127.9
1/1/1995,FIN,Fat supply,Finland,FTS,Grammes per person per day,Male,127.9
1/1/1995,FIN,Fat supply,Finland,FTS,Grammes per person per day,Female,127.9
1/1/1995,IND,Fat supply,India,FTS,Grammes per person per day,Total,43
1/1/1995,IND,Fat supply,India,FTS,Grammes per person per day,Male,43
1/1/1995,IND,Fat supply,India,FTS,Grammes per person per day,Female,43
1/1/1995,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Total,46.4
1/1/1995,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Male,46.4
1/1/1995,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Female,46.4
1/1/1995,JPN,Fat supply,Japan,FTS,Grammes per person per day,Total,85.5
1/1/1995,JPN,Fat supply,Japan,FTS,Grammes per person per day,Male,85.5
1/1/1995,JPN,Fat supply,Japan,FTS,Grammes per person per day,Female,85.5
1/1/1995,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Total,145.9
1/1/1995,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Male,145.9
1/1/1995,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Female,145.9
1/1/1995,PER,Fat supply,Peru,FTS,Grammes per person per day,Total,51.2
1/1/1995,PER,Fat supply,Peru,FTS,Grammes per person per day,Male,51.2
1/1/1995,PER,Fat supply,Peru,FTS,Grammes per person per day,Female,51.2
1/1/1995,ROU,Fat supply,Romania,FTS,Grammes per person per day,Total,86.3
1/1/1995,ROU,Fat supply,Romania,FTS,Grammes per person per day,Male,86.3
1/1/1995,ROU,Fat supply,Romania,FTS,Grammes per person per day,Female,86.3
1/1/1995,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Total,70.3
1/1/1995,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Male,70.3
1/1/1995,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Female,70.3
1/1/1995,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Total,132.9
1/1/1995,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Male,132.9
1/1/1995,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Female,132.9
1/1/1995,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Total,137.2
1/1/1995,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Male,137.2
1/1/1995,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Female,137.2
1/1/1995,USA,Fat supply,United States,FTS,Grammes per person per day,Total,140.3
1/1/1995,USA,Fat supply,United States,FTS,Grammes per person per day,Male,140.3
1/1/1995,USA,Fat supply,United States,FTS,Grammes per person per day,Female,140.3
1/1/1995,WLD,Fat supply,World,FTS,Grammes per person per day,Female,95.60666667
1/1/1995,WLD,Fat supply,World,FTS,Grammes per person per day,Male,95.60666667
1/1/1995,WLD,Fat supply,World,FTS,Grammes per person per day,Total,95.60666667
1/1/1995,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Total,70.1
1/1/1995,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Male,70.1
1/1/1995,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Female,70.1
1/1/1995,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Total,84.7
1/1/1995,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Male,84.7
1/1/1995,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Female,84.7
1/1/1995,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Total,29.8
1/1/1995,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Male,29.8
1/1/1995,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Female,29.8
1/1/1995,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Total,91.8
1/1/1995,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Male,91.8
1/1/1995,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Female,91.8
1/1/1995,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Total,52.6
1/1/1995,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Male,52.6
1/1/1995,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Female,52.6
1/1/1995,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Total,32.7
1/1/1995,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Male,32.7
1/1/1995,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Female,32.7
1/1/1995,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Total,42.9
1/1/1995,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Male,42.9
1/1/1995,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Female,42.9
1/1/1995,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Total,53.2
1/1/1995,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Male,53.2
1/1/1995,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Female,53.2
1/1/1995,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Total,144.4
1/1/1995,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Male,144.4
1/1/1995,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Female,144.4
1/1/1995,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Total,127.2
1/1/1995,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Male,127.2
1/1/1995,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Female,127.2
1/1/1995,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Total,48.3
1/1/1995,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Male,48.3
